Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1972-06-01,0.2681464731906297,0.2711820899375072,0.2681464731906297,0.26865240931510925,1089200,0.0,0.0
1972-06-02,0.26865230180297495,0.2711819814130188,0.2671344940369486,0.2681463658809662,1173500,0.0,0.0
1972-06-05,0.26814636588096613,0.27067604549101,0.2671344940369486,0.2681463658809662,5208100,0.0,0.0
1972-06-06,0.2681463765803782,0.2691582484647708,0.2640988890428077,0.2651107609272003,1421400,0.0,0.0
1972-06-07,0.2651106463562812,0.26662845352693054,0.26359280943870544,0.26359280943870544,671800,0.0,0.0
1972-06-08,0.2635930059538543,0.26561678010375384,0.2615692615509033,0.2615692615509033,1036600,0.0,0.0
1972-06-09,0.26156911752890505,0.26207505335107056,0.2549919518407531,0.26005131006240845,6589200,0.0,0.0
1972-06-12,0.26005131006240845,0.26308692499540165,0.2580275667737463,0.26005131006240845,1430100,0.0,0.0
1972-06-13,0.2600514710367003,0.262581151713424,0.2600514710367003,0.2620752155780792,931400,0.0,0.0
1972-06-14,0.26308708209358445,0.2686524092075823,0.26308708209358445,0.2661227285861969,2939300,0.0,0.0
1972-06-15,0.26612263281159293,0.26865231252257454,0.264604824985004,0.2651107609272003,1460700,0.0,0.0
1972-06-16,0.2651108563376427,0.2661227285861969,0.26207520984503024,0.2661227285861969,750400,0.0,0.0
1972-06-19,0.26612261462287556,0.2676404223457267,0.2635929053378532,0.2646048069000244,529300,0.0,0.0
1972-06-20,0.2646050508226176,0.2671347326926559,0.2646050508226176,0.26561692357063293,894100,0.0,0.0
1972-06-21,0.26561689457795506,0.26612283089673866,0.2630871832370758,0.2630871832370758,1608800,0.0,0.0
1972-06-22,0.2625811337523788,0.2625811337523788,0.25903958104721453,0.2615692615509033,1282200,0.0,0.0
1972-06-23,0.2610633075237274,0.2610633075237274,0.25853362719374423,0.2610633075237274,1273300,0.0,0.0
1972-06-26,0.26106318170673953,0.26106318170673953,0.25903943841807736,0.26005131006240845,621300,0.0,0.0
1972-06-27,0.2600514710367003,0.2620752155780792,0.2600514710367003,0.2620752155780792,877700,0.0,0.0
1972-06-28,0.26207519765164106,0.2635930059538543,0.26106332545016553,0.2615692615509033,904100,0.0,0.0
1972-06-29,0.2615693751490899,0.2625812477900163,0.26055750250816345,0.26055750250816345,448000,0.0,0.0
1972-06-30,0.2590395927206749,0.2590395927206749,0.2560039759794502,0.25853365659713745,825100,0.0,0.0
1972-07-03,0.25853383008513015,0.25853383008513015,0.25600414776991065,0.25752195715904236,438200,0.0,0.0
1972-07-05,0.2575218441962096,0.25802778043732283,0.25347435426730364,0.2560040354728699,1395000,0.0,0.0
1972-07-06,0.25701577728181546,0.2615692011367595,0.25701577728181546,0.2590395212173462,1173500,0.0,0.0
1972-07-07,0.25903951490843796,0.2605573228231198,0.25600389907907434,0.2580276429653168,1351100,0.0,0.0
1972-07-10,0.2580277142846088,0.258533650396011,0.2549920976161957,0.2549920976161957,523700,0.0,0.0
1972-07-11,0.2549921334893723,0.25701587821968847,0.25347432494163513,0.25347432494163513,546600,0.0,0.0
1972-07-12,0.25347416286223495,0.2570157138757085,0.25145041942596436,0.25145041942596436,1801800,0.0,0.0
1972-07-13,0.25145041942596436,0.25195635528503196,0.24841480427155846,0.25145041942596436,680300,0.0,0.0
1972-07-14,0.25145052067085744,0.25296832885919585,0.2504386485452985,0.250944584608078,941200,0.0,0.0
1972-07-17,0.250944584608078,0.25296832885919585,0.24993271248251905,0.250944584608078,583000,0.0,0.0
1972-07-18,0.2509446440287399,0.2539802611242142,0.24689715456810754,0.25347432494163513,1338000,0.0,0.0
1972-07-19,0.25347428928198906,0.2590395865074132,0.2529683531705869,0.2549920976161957,1707400,0.0,0.0
1972-07-20,0.2549919704394379,0.25600384215757316,0.25145041942596436,0.25145041942596436,492900,0.0,0.0
1972-07-21,0.25145054483638035,0.25600396983900003,0.25145054483638035,0.2549920976161957,602500,0.0,0.0
1972-07-24,0.25701585422463186,0.26359302398411344,0.25701585422463186,0.2620752155780792,1456400,0.0,0.0
1972-07-25,0.264836386413701,0.265347652988624,0.26279132011400896,0.263813853263855,1552900,0.0219,0.0
1972-07-26,0.2638138089561995,0.2638138089561995,0.2622800094890328,0.2627912759780884,430500,0.0,0.0
1972-07-27,0.2627913511723066,0.26330261780765424,0.26176881790161133,0.26176881790161133,1109000,0.0,0.0
1972-07-28,0.26279128279513864,0.26637014831136663,0.26279128279513864,0.2643250823020935,1814900,0.0,0.0
1972-07-31,0.2643250823020935,0.26637014831136663,0.26330254929745694,0.2643250823020935,1259200,0.0,0.0
1972-08-01,0.2643250823020935,0.2648363488044118,0.2617687497905021,0.2643250823020935,1424700,0.0,0.0
1972-08-02,0.2643250291316744,0.2679039239883423,0.2643250291316744,0.2679039239883423,2140400,0.0,0.0
1972-08-03,0.2694378916570585,0.27506182556772885,0.2694378916570585,0.2725054919719696,4331200,0.0,0.0
1972-08-04,0.2725052981282212,0.2735278308391571,0.2725052981282212,0.2735278308391571,1188000,0.0,0.0
1972-08-07,0.2735280613120393,0.27506186167081287,0.2735280613120393,0.2740393280982971,1929800,0.0,0.0
1972-08-08,0.2740390449097949,0.2740390449097949,0.2719939798781079,0.2730165123939514,948000,0.0,0.0
1972-08-09,0.27301672391327503,0.27352799056729993,0.26739279071900146,0.26892659068107605,2822000,0.0,0.0
1972-08-10,0.2689263449162659,0.26943761110305786,0.26739254635589,0.26943761110305786,1203200,0.0,0.0
1972-08-11,0.26994899624068136,0.27199406188899083,0.26994899624068136,0.27148279547691345,1283300,0.0,0.0
1972-08-14,0.27250524613602967,0.27455031116771667,0.27250524613602967,0.2730165123939514,1888200,0.0,0.0
1972-08-15,0.2730166023418054,0.27352786876816865,0.26892647093089966,0.27097153663635254,1125400,0.0,0.0
1972-08-16,0.26994908222328945,0.26994908222328945,0.263813853263855,0.263813853263855,1138700,0.0,0.0
1972-08-17,0.2638139896342506,0.2684154212474823,0.2638139896342506,0.2684154212474823,2131700,0.0,0.0
1972-08-18,0.2684154212474823,0.2694379549258951,0.26790415440827586,0.2684154212474823,973000,0.0,0.0
1972-08-21,0.26841507872947395,0.26943761110305786,0.26636998392197053,0.26943761110305786,1006000,0.0,0.0
1972-08-22,0.2714827654172853,0.27455036355009305,0.2714827654172853,0.2735278308391571,1703000,0.0,0.0
1972-08-23,0.27403928982187065,0.2847758908336516,0.27403928982187065,0.28426462411880493,3170600,0.0,0.0
1972-08-24,0.2842646275579303,0.2842646275579303,0.27966322706864066,0.28017449378967285,2447200,0.0,0.0
1972-08-25,0.28017427797532085,0.2806855443025317,0.27659541368484497,0.27659541368484497,1584700,0.0,0.0
1972-08-28,0.27659541368484497,0.27915174532089915,0.27659541368484497,0.27659541368484497,583000,0.0,0.0
1972-08-29,0.2760841249992818,0.2760841249992818,0.26841513071218387,0.2719939947128296,1954100,0.0,0.0
1972-08-30,0.2719940547475226,0.2719940547475226,0.2699489891529083,0.2699489891529083,904100,0.0,0.0
1972-08-31,0.26994911206938904,0.2755730450153351,0.26994911206938904,0.2755730450153351,780200,0.0,0.0
1972-09-01,0.2755730450153351,0.27761811154113364,0.27506177838388546,0.2755730450153351,694700,0.0,0.0
1972-09-05,0.2755728587134753,0.27659539128508837,0.2719939947128296,0.2719939947128296,388900,0.0,0.0
1972-09-06,0.2719940547475226,0.2719940547475226,0.26841518995694763,0.2699489891529083,660600,0.0,0.0
1972-09-07,0.2704602702099893,0.27352786876816865,0.2704602702099893,0.27097153663635254,739600,0.0,0.0
1972-09-08,0.27097163381247297,0.27250543364161545,0.2699491005930446,0.2704603672027588,740700,0.0,0.0
1972-09-11,0.2704602555515619,0.2704602555515619,0.26943772275425476,0.2699489891529083,573000,0.0,0.0
1972-09-12,0.2699491857470983,0.2699491857470983,0.2663702882897943,0.2668815851211548,1232900,0.0,0.0
1972-09-13,0.26688162072986304,0.2684154212474823,0.26483652331266344,0.2684154212474823,775800,0.0,0.0
1972-09-14,0.2684151903878165,0.2699489895862393,0.26688139118939375,0.2679039239883423,484200,0.0,0.0
1972-09-15,0.26790415440827586,0.2694379549258951,0.2673928875690694,0.2684154212474823,494200,0.0,0.0
1972-09-18,0.2679039239883423,0.2679039239883423,0.26637009472957146,0.2679039239883423,296800,0.0,0.0
1972-09-19,0.26790411866313596,0.2684153854341266,0.2663702882897943,0.2668815851211548,852500,0.0,0.0
1972-09-20,0.2668815272504945,0.26739279391062193,0.2633026305692394,0.2648364305496216,1643800,0.0,0.0
1972-09-21,0.2638139321360042,0.2638139321360042,0.25818999813047,0.25870126485824585,1592200,0.0,0.0
1972-09-22,0.25870108571393313,0.26074615120887756,0.25767855296646097,0.26074615120887756,828400,0.0,0.0
1972-09-25,0.2607463518984506,0.262791418967429,0.25972381836396136,0.2612576186656952,671800,0.0,0.0
1972-09-26,0.2612574765109217,0.2638138089561995,0.26074621002186615,0.2627912759780884,632300,0.0,0.0
1972-09-27,0.26279142089286023,0.2673928518921454,0.26279142089286023,0.2668815851211548,1962800,0.0,0.0
1972-09-28,0.2668815009347596,0.2704603672027588,0.26483640443554257,0.2704603672027588,2102000,0.0,0.0
1972-09-29,0.27199422525281775,0.2740392921294251,0.27199422525281775,0.2725054919719696,1617500,0.0,0.0
1972-10-02,0.27250524613602967,0.2740390449097949,0.2719939798781079,0.2730165123939514,710100,0.0,0.0
1972-10-03,0.27301672391327503,0.27301672391327503,0.2684153240270512,0.26892659068107605,832800,0.0,0.0
1972-10-04,0.2689266880866887,0.2709717554435144,0.2684154212474823,0.2684154212474823,793300,0.0,0.0
1972-10-05,0.2684153854341266,0.2684153854341266,0.26585902151880375,0.2668815851211548,647500,0.0,0.0
1972-10-06,0.2668815851211548,0.2673928518921454,0.2622801541218696,0.2668815851211548,1101300,0.0,0.0
1972-10-09,0.26688139118939375,0.2689264567872908,0.26637009472957146,0.2679039239883423,670500,0.0,0.0
1972-10-10,0.2689264563556012,0.271482788348869,0.2689264563556012,0.2699489891529083,842600,0.0,0.0
1972-10-11,0.26943761110305786,0.26943761110305786,0.26739254635589,0.26943761110305786,394300,0.0,0.0
1972-10-12,0.26841525780821396,0.26841525780821396,0.26739272475242615,0.26739272475242615,401000,0.0,0.0
1972-10-13,0.2673928782642785,0.26790414508569377,0.2617689131683379,0.2633027136325836,2529400,0.0,0.0
1972-10-16,0.2627913511723066,0.2627913511723066,0.26074628463091604,0.26176881790161133,375600,0.0,0.0
1972-10-17,0.2617686839563498,0.2617686839563498,0.25972361846140535,0.26074615120887756,1691000,0.0,0.0
1972-10-18,0.26074628463091604,0.26432515107834953,0.26074628463091604,0.26176881790161133,598200,0.0,0.0
1972-10-19,0.2617689313577198,0.2617689313577198,0.2597238639299544,0.26023513078689575,1207600,0.0,0.0
1972-10-20,0.2607462972686025,0.265347697209749,0.2607462972686025,0.2648364305496216,1795000,0.0,0.0
1972-10-23,0.2648363930002218,0.26688148941113404,0.2648363930002218,0.2653476595878601,2506500,0.0,0.0
1972-10-24,0.26585871773517855,0.26943761110305786,0.26585871773517855,0.26943761110305786,1209700,0.0,0.0
1972-10-25,0.2717109250646833,0.2717109250646833,0.2696446848291156,0.2706778049468994,1071600,0.0219,0.0
1972-10-26,0.27067807624511087,0.2717111973983828,0.2701615156684749,0.2711946368217468,1355500,0.0,0.0
1972-10-27,0.27119450445729687,0.2737773060798645,0.27067794413278334,0.2737773060798645,1653500,0.0,0.0
1972-10-30,0.2737771797349374,0.2742937398210646,0.27222749947655595,0.2727440595626831,1351100,0.0,0.0
1972-10-31,0.273260745755351,0.27481042672889155,0.273260745755351,0.2737773060798645,1564900,0.0,0.0
1972-11-01,0.2753270849580663,0.28100925054825904,0.2753270849580663,0.27997612953186035,2307900,0.0,0.0
1972-11-02,0.2825588320755461,0.2882409956548264,0.2825588320755461,0.28772443532943726,4606400,0.0,0.0
1972-11-03,0.28979082475081946,0.29753926396369934,0.28979082475081946,0.29753926396369934,6264700,0.0,0.0
1972-11-06,0.29805557686572354,0.3037377386273732,0.29805557686572354,0.3006383776664734,3689100,0.0,0.0
1972-11-08,0.3006383671307779,0.3052874084092047,0.2990886867046356,0.2990886867046356,4449800,0.0,0.0
1972-11-09,0.29908878638612724,0.30528751015663147,0.29547286418666646,0.30528751015663147,3305400,0.0,0.0
1972-11-10,0.30528727187903987,0.31148599081142614,0.30528727187903987,0.30941975116729736,8325300,0.0,0.0
1972-11-13,0.30942008972894824,0.31096977115767716,0.3063207268714905,0.3063207268714905,3111400,0.0,0.0
1972-11-14,0.30632061158109464,0.31148621439933777,0.30373781017197304,0.31148621439933777,2515200,0.0,0.0
1972-11-15,0.31148599081142614,0.3135522304555549,0.3089031912562652,0.30941975116729736,2692700,0.0,0.0
1972-11-16,0.30942001924423757,0.31406906247138977,0.3063206570928028,0.31406906247138977,2861500,0.0,0.0
1972-11-17,0.31406902290195815,0.32181745767593384,0.31406902290195815,0.32181745767593384,7293900,0.0,0.0
1972-11-20,0.32181749408229143,0.32336717513807645,0.31923466195103917,0.32285061478614807,4951700,0.0,0.0
1972-11-21,0.3228506015994074,0.3259499635843849,0.32233404126857784,0.3254334032535553,2926000,0.0,0.0
1972-11-22,0.3254334498616588,0.3254334498616588,0.3223340874327952,0.3233672082424164,2288300,0.0,0.0
1972-11-24,0.32336712895227504,0.32336712895227504,0.3176849355210277,0.3202677369117737,2091100,0.0,0.0
1972-11-27,0.31871799178765686,0.31871799178765686,0.31148614935232727,0.31510207056999207,3098200,0.0,0.0
1972-11-28,0.31510218668519163,0.31510218668519163,0.30838690194923074,0.3099365830421448,1631700,0.0,0.0
1972-11-29,0.30993668980461836,0.3104532503468603,0.3042545238399571,0.30787044763565063,3353500,0.0,0.0
1972-11-30,0.30787029242656755,0.31200277468116205,0.30735373214474326,0.31148621439933777,1177900,0.0,0.0
1972-12-01,0.31148619481083534,0.3135524358081924,0.31096963456149607,0.31303587555885315,1671200,0.0,0.0
1972-12-04,0.31406909551473805,0.31768501840517815,0.31406909551473805,0.3145856559276581,1663700,0.0,0.0
1972-12-05,0.3145855507257873,0.3213008642196655,0.3140689904856124,0.3213008642196655,3629900,0.0,0.0
1972-12-06,0.3213008973824426,0.32233401796942507,0.3197511861303618,0.32181745767593384,2318000,0.0,0.0
1972-12-07,0.3218172933588225,0.32440009350752336,0.31923446283853,0.3238835334777832,2910800,0.0,0.0
1972-12-08,0.32285056867412587,0.32285056867412587,0.3197511766336245,0.3202677369117737,2003400,0.0,0.0
1972-12-11,0.3202678154419391,0.32388376864722696,0.3197512550371285,0.3233672082424164,2643400,0.0,0.0
1972-12-12,0.3233671323552524,0.3233671323552524,0.3197511799985491,0.3207843005657196,3902800,0.0,0.0
1972-12-13,0.3207842971899229,0.32130088783967825,0.3187180560773261,0.3202677369117737,1959500,0.0,0.0
1972-12-14,0.32026771336771165,0.32181742445984046,0.3192345928873618,0.3213008642196655,2407700,0.0,0.0
1972-12-15,0.3213010118384754,0.3213010118384754,0.31613537669181824,0.31613537669181824,1874000,0.0,0.0
1972-12-18,0.31200279424134436,0.31200279424134436,0.30477094984242276,0.30528751015663147,2664200,0.0,0.0
1972-12-19,0.305287405017889,0.3104530063809806,0.30425428474527066,0.3073536455631256,1199900,0.0,0.0
1972-12-20,0.3073538478239764,0.30942008972894824,0.3063207268714905,0.3063207268714905,1065100,0.0,0.0
1972-12-21,0.3063207268714905,0.30942008972894824,0.30580416639524755,0.3063207268714905,2416600,0.0,0.0
1972-12-22,0.30683699932576863,0.31200259923934937,0.30683699932576863,0.31200259923934937,1515600,0.0,0.0
1972-12-26,0.3130359448444646,0.3192346692085266,0.3130359448444646,0.3192346692085266,1963800,0.0,0.0
1972-12-27,0.3192345097002847,0.3264663815498352,0.3187179495947165,0.3264663815498352,2614900,0.0,0.0
1972-12-29,0.32749972705306735,0.33008252935765764,0.32749972705306735,0.32904940843582153,2703700,0.0,0.0
1973-01-02,0.3290491820776761,0.32956574218324425,0.32491670123313066,0.3264663815498352,1781900,0.0,0.0
1973-01-03,0.32646653724964647,0.32646653724964647,0.31975122230296754,0.32285061478614807,1924300,0.0,0.0
1973-01-04,0.3228506662996845,0.3316321936836327,0.32078439419066956,0.33111563324928284,4024400,0.0,0.0
1973-01-05,0.33111563324928284,0.3326653145523325,0.32749971020883356,0.33111563324928284,4133000,0.0,0.0
1973-01-08,0.33111549796029105,0.3331817388534546,0.3285326968438367,0.3331817388534546,5103900,0.0,0.0
1973-01-09,0.33266513138109394,0.33266513138109394,0.32904921033163403,0.3305988907814026,1959500,0.0,0.0
1973-01-10,0.33059920353018035,0.33059920353018035,0.327499839698627,0.32801640033721924,1199900,0.0,0.0
1973-01-11,0.32801622139532705,0.34041366995839045,0.32749966103853273,0.33266526460647583,6539900,0.0,0.0
1973-01-12,0.33266524448280554,0.3347314857849912,0.32440027927406295,0.3249168395996094,4479100,0.0,0.0
1973-01-15,0.32491665353726357,0.3316319339238859,0.32285041341830284,0.3238835334777832,3259200,0.0,0.0
1973-01-16,0.32388369263883765,0.32440025292242286,0.31820149914779333,0.3207843005657196,2322400,0.0,0.0
1973-01-17,0.32078430671734426,0.3238836988498988,0.3197511861303618,0.32181745767593384,1252500,0.0,0.0
1973-01-18,0.32181757231597935,0.32181757231597935,0.31613537669181824,0.31613537669181824,2058100,0.0,0.0
1973-01-19,0.31613519091789627,0.3166517510918484,0.31096958917837514,0.31510207056999207,3058700,0.0,0.0
1973-01-22,0.31510195918749784,0.316135079170214,0.3114860392479913,0.31200259923934937,1559300,0.0,0.0
1973-01-23,0.31231579184532166,0.31231579184532166,0.30710184486743985,0.31231579184532166,2805600,0.02271,0.0
1973-01-24,0.31231580419827387,0.3138799883535062,0.3081446464509876,0.31023022532463074,3886300,0.0,0.0
1973-01-26,0.31023022532463074,0.31023022532463074,0.30658046229575525,0.31023022532463074,2248800,0.0,0.0
1973-01-29,0.31023032123044614,0.3112731109896398,0.30762334683246195,0.30918753147125244,2085500,0.0,0.0
1973-01-30,0.30918753147125244,0.3133586905080271,0.3086661365916556,0.30918753147125244,4044200,0.0,0.0
1973-01-31,0.30918737946654784,0.3112729579596095,0.30814459022001695,0.30970877408981323,992900,0.0,0.0
1973-02-01,0.3097089323328405,0.3107517221121756,0.29093868564894865,0.29406705498695374,3182700,0.0,0.0
1973-02-02,0.29406705498695374,0.2982382447601552,0.2935456600972862,0.29406705498695374,4073700,0.0,0.0
1973-02-05,0.29406700808766945,0.2966739821202337,0.2909386392485923,0.29198142886161804,2521700,0.0,0.0
1973-02-06,0.291981255782224,0.29354543927455257,0.29093846678733826,0.29093846678733826,2137100,0.0,0.0
1973-02-07,0.29093883499663487,0.295109996255158,0.2893746495246887,0.2893746495246887,2762900,0.0,0.0
1973-02-08,0.2888528733036277,0.2888528733036277,0.28259613966992175,0.2883314788341522,4469300,0.0,0.0
1973-02-09,0.2888530600225409,0.2930242184746437,0.2888530600225409,0.29198142886161804,4524200,0.0,0.0
1973-02-12,0.29198142886161804,0.29406700808766945,0.29198142886161804,0.29198142886161804,963200,0.0,0.0
1973-02-13,0.29615261505727597,0.30658054282027697,0.29615261505727597,0.2971954047679901,9370900,0.0,0.0
1973-02-14,0.29563114468006124,0.29563114468006124,0.28989580273628235,0.28989580273628235,2624800,0.0,0.0
1973-02-15,0.2898957704367042,0.2898957704367042,0.284681823796014,0.285203218460083,1795000,0.0,0.0
1973-02-16,0.28989573422533355,0.29250270722003724,0.28989573422533355,0.29145991802215576,2038500,0.0,0.0
1973-02-20,0.2914600573795714,0.2940670316207622,0.2909386625313333,0.2930242419242859,1469600,0.0,0.0
1973-02-21,0.29302417106925266,0.2951097499578995,0.2893744080141206,0.28989580273628235,1658100,0.0,0.0
1973-02-22,0.2898958687624089,0.2904172636033225,0.28781028939875447,0.28885307908058167,898700,0.0,0.0
1973-02-23,0.2888530334714098,0.2893744282299965,0.2815535068511963,0.2815535068511963,1150600,0.0,0.0
1973-02-26,0.2815533450095068,0.282074739468387,0.27581800596182454,0.2784249782562256,2506500,0.0,0.0
1973-02-27,0.2784252769699899,0.2789466719882585,0.2732113267873039,0.2737327218055725,1505700,0.0,0.0
1973-02-28,0.2737324450021155,0.2773822064392875,0.2721682615290418,0.2752966284751892,2110700,0.0,0.0
1973-03-01,0.2752968535268738,0.27686103827864866,0.27216848402332394,0.2726898789405823,1786200,0.0,0.0
1973-03-02,0.2726899084535856,0.27790385819047003,0.2690401129819002,0.2773824632167816,1865300,0.0,0.0
1973-03-05,0.2773825136489818,0.2789466988544389,0.27373274816958193,0.2742541432380676,1628500,0.0,0.0
